ID_,class_,subject,catalog,title,units,grading_basis,grade,term,roster_status
3,,COMPSCI,491G,,4,LTR,C,5,
3,,COMPSCI,345,,4,LTR,A,6,
3,,COMPSCI,328,,4,LTR,F,6,
3,,COMPSCI,453,,4,LTR,A,7,
3,,COMPSCI,377,,4,LTR,D,7,
3,,COMPSCI,429,,4,LTR,F,8,
3,,COMPSCI,514,,4,LTR,A,8,
3,,COMPSCI,508,,4,LTR,F,9,
3,,COMPSCI,326,,4,LTR,A,9,
4,,COMPSCI,121,,4,LTR,A,1,
4,,MATH,131,,4,LTR,A,1,
4,,COMPSCI,187,,4,LTR,A,2,
4,,MATH,132,,4,LTR,A-,2,
4,,COMPSCI,220,,4,LTR,B,3,
4,,COMPSCI,250,,4,LTR,A,3,
4,,MATH,233,,4,LTR,C,3,
4,,COMPSCI,230,,4,LTR,C,4,
4,,COMPSCI,250,,4,LTR,A,4,
4,,MATH,235,,4,LTR,A,4,
4,,COMPSCI,311,,4,LTR,C+,5,
4,,COMPSCI,466,,4,LTR,F,5,
4,,COMPSCI,561,,4,LTR,F,6,
4,,COMPSCI,589,,4,LTR,F,6,
4,,COMPSCI,453,,4,LTR,F,7,
4,,COMPSCI,590J,,4,LTR,A,7,
4,,COMPSCI,532,,4,LTR,F,8,
4,,COMPSCI,490Q,,4,LTR,F,8,
4,,COMPSCI,429,,4,LTR,D,9,
4,,COMPSCI,490U,,4,LTR,B+,9,
5,,COMPSCI,121,,4,LTR,A,1,
5,,MATH,131,,4,LTR,B,1,
5,,COMPSCI,187,,4,LTR,A,2,
5,,MATH,132,,4,LTR,A,2,
5,,COMPSCI,220,,4,LTR,A,3,
5,,COMPSCI,240,,4,LTR,A,3,
5,,MATH,233,,4,LTR,C,3,
5,,COMPSCI,250,,4,LTR,C+,4,
5,,COMPSCI,220,,4,LTR,C-,4,
5,,MATH,235,,4,LTR,D,4,
5,,COMPSCI,311,,4,LTR,F,5,
5,,COMPSCI,328,,4,LTR,A-,5,
5,,COMPSCI,345,,4,LTR,A,6,
5,,COMPSCI,589,,4,LTR,C,6,
5,,COMPSCI,546,,4,LTR,C+,7,
5,,COMPSCI,446,,4,LTR,D,7,
5,,COMPSCI,389,,4,LTR,F,8,
5,,COMPSCI,326,,4,LTR,F,8,
5,,COMPSCI,325,,4,LTR,B-,9,
5,,COMPSCI,532,,4,LTR,B-,9,
6,,COMPSCI,121,,4,LTR,B,1,
6,,MATH,131,,4,LTR,B-,1,
6,,COMPSCI,187,,4,LTR,B-,2,
6,,MATH,132,,4,LTR,A,2,
6,,COMPSCI,240,,4,LTR,D+,3,
6,,COMPSCI,230,,4,LTR,A,3,
6,,MATH,233,,4,LTR,A,3,
6,,COMPSCI,240,,4,LTR,C+,4,
6,,COMPSCI,220,,4,LTR,A,4,
6,,MATH,235,,4,LTR,B,4,
6,,COMPSCI,311,,4,LTR,B+,5,
6,,COMPSCI,550,,4,LTR,D+,5,
6,,COMPSCI,520,,4,LTR,F,6,
6,,COMPSCI,328,,4,LTR,B-,6,
6,,COMPSCI,325,,4,LTR,A,7,
6,,COMPSCI,514,,4,LTR,F,7,
6,,COMPSCI,532,,4,LTR,F,8,
6,,COMPSCI,561,,4,LTR,A,8,
6,,COMPSCI,326,,4,LTR,F,9,
6,,COMPSCI,420,,4,LTR,F,9,
7,,COMPSCI,121,,4,LTR,A,1,
7,,MATH,131,,4,LTR,B+,1,
7,,COMPSCI,187,,4,LTR,A,2,
7,,MATH,132,,4,LTR,A,2,
7,,COMPSCI,250,,4,LTR,A,3,
7,,COMPSCI,220,,4,LTR,A,3,
7,,MATH,233,,4,LTR,D-,3,
7,,COMPSCI,220,,4,LTR,A,4,
7,,COMPSCI,240,,4,LTR,A,4,
7,,MATH,235,,4,LTR,B,4,
7,,COMPSCI,311,,4,LTR,A,5,
7,,COMPSCI,320,,4,LTR,A,5,
7,,COMPSCI,446,,4,LTR,F,6,
7,,COMPSCI,325,,4,LTR,A,6,
7,,COMPSCI,466,,4,LTR,B,7,
7,,COMPSCI,520,,4,LTR,F,7,
7,,COMPSCI,429,,4,LTR,F,8,
7,,COMPSCI,589,,4,LTR,F,8,
7,,COMPSCI,674,,4,LTR,F,9,
7,,COMPSCI,550,,4,LTR,B-,9,
8,,COMPSCI,121,,4,LTR,A,1,
8,,MATH,131,,4,LTR,A,1,
8,,COMPSCI,187,,4,LTR,A,2,
8,,MATH,132,,4,LTR,A,2,
8,,COMPSCI,240,,4,LTR,D+,3,
8,,COMPSCI,220,,4,LTR,A,3,
8,,MATH,233,,4,LTR,C-,3,
8,,COMPSCI,230,,4,LTR,A,4,
8,,COMPSCI,220,,4,LTR,A,4,
8,,MATH,235,,4,LTR,A,4,
8,,COMPSCI,311,,4,LTR,A,5,
8,,COMPSCI,589,,4,LTR,F,5,
8,,COMPSCI,429,,4,LTR,F,6,
8,,COMPSCI,390R,,4,LTR,A,6,
8,,COMPSCI,532,,4,LTR,F,7,
8,,COMPSCI,514,,4,LTR,C,7,
8,,COMPSCI,377,,4,LTR,A,8,
8,,COMPSCI,520,,4,LTR,F,8,
8,,COMPSCI,389,,4,LTR,A,9,
8,,COMPSCI,446,,4,LTR,B+,9,
9,,COMPSCI,121,,4,LTR,A,1,
9,,MATH,131,,4,LTR,B,1,
9,,COMPSCI,187,,4,LTR,A,2,
9,,MATH,132,,4,LTR,A,2,
9,,COMPSCI,240,,4,LTR,D+,3,
9,,COMPSCI,230,,4,LTR,A,3,
9,,MATH,233,,4,LTR,C,3,
9,,COMPSCI,240,,4,LTR,A-,4,
9,,COMPSCI,250,,4,LTR,C+,4,
9,,MATH,235,,4,LTR,C+,4,
9,,COMPSCI,311,,4,LTR,F,5,
9,,COMPSCI,383,,4,LTR,C,5,
9,,COMPSCI,535,,4,LTR,F,6,
9,,COMPSCI,326,,4,LTR,F,6,
9,,COMPSCI,445,,4,LTR,A,7,
9,,COMPSCI,325,,4,LTR,D,7,
9,,COMPSCI,520,,4,LTR,F,8,
9,,COMPSCI,429,,4,LTR,A,8,
9,,COMPSCI,446,,4,LTR,C,9,
9,,COMPSCI,490U,,4,LTR,A,9,
10,,COMPSCI,121,,4,LTR,A,1,
10,,MATH,131,,4,LTR,A-,1,
10,,COMPSCI,187,,4,LTR,A,2,
10,,MATH,132,,4,LTR,A,2,
10,,COMPSCI,240,,4,LTR,D-,3,
10,,COMPSCI,220,,4,LTR,A,3,
10,,MATH,233,,4,LTR,A,3,
10,,COMPSCI,240,,4,LTR,C+,4,
10,,COMPSCI,250,,4,LTR,B,4,
10,,MATH,235,,4,LTR,C-,4,
10,,COMPSCI,311,,4,LTR,F,5,
10,,COMPSCI,328,,4,LTR,A,5,
10,,COMPSCI,501,,4,LTR,A-,6,
10,,COMPSCI,445,,4,LTR,F,6,
10,,COMPSCI,377,,4,LTR,A,7,
10,,COMPSCI,491G,,4,LTR,F,7,
10,,COMPSCI,325,,4,LTR,F,8,
10,,COMPSCI,550,,4,LTR,D,8,
10,,COMPSCI,453,,4,LTR,D,9,
10,,COMPSCI,383,,4,LTR,F,9,
11,,COMPSCI,121,,4,LTR,B+,1,
11,,MATH,131,,4,LTR,A,1,
11,,COMPSCI,187,,4,LTR,B,2,
11,,MATH,132,,4,LTR,A,2,
11,,COMPSCI,230,,4,LTR,A,3,
11,,COMPSCI,240,,4,LTR,A,3,
11,,MATH,233,,4,LTR,C,3,
11,,COMPSCI,250,,4,LTR,B,4,
11,,COMPSCI,250,,4,LTR,A,4,
11,,MATH,235,,4,LTR,B-,4,
11,,COMPSCI,311,,4,LTR,D,5,
11,,COMPSCI,674,,4,LTR,F,5,
11,,COMPSCI,589,,4,LTR,B+,6,
11,,COMPSCI,390R,,4,LTR,F,6,
11,,COMPSCI,508,,4,LTR,F,7,
11,,COMPSCI,383,,4,LTR,A,7,
11,,COMPSCI,370,,4,LTR,A,8,
11,,COMPSCI,326,,4,LTR,F,8,
11,,COMPSCI,320,,4,LTR,B,9,
11,,COMPSCI,466,,4,LTR,F,9,
12,,COMPSCI,121,,4,LTR,A,1,
12,,MATH,131,,4,LTR,A,1,
12,,COMPSCI,187,,4,LTR,A,2,
12,,MATH,132,,4,LTR,A,2,
12,,COMPSCI,250,,4,LTR,A,3,
12,,COMPSCI,220,,4,LTR,B+,3,
12,,MATH,233,,4,LTR,A,3,
12,,COMPSCI,250,,4,LTR,D,4,
12,,COMPSCI,250,,4,LTR,B+,4,
12,,MATH,235,,4,LTR,A,4,
12,,COMPSCI,311,,4,LTR,A-,5,
12,,COMPSCI,389,,4,LTR,C,5,
12,,COMPSCI,383,,4,LTR,D+,6,
12,,COMPSCI,589,,4,LTR,F,6,
12,,COMPSCI,501,,4,LTR,A,7,
12,,COMPSCI,532,,4,LTR,D,7,
12,,COMPSCI,320,,4,LTR,A,8,
12,,COMPSCI,345,,4,LTR,F,8,
12,,COMPSCI,466,,4,LTR,A-,9,
12,,COMPSCI,514,,4,LTR,F,9,
13,,COMPSCI,121,,4,LTR,B+,1,
13,,MATH,131,,4,LTR,A,1,
13,,COMPSCI,187,,4,LTR,A,2,
13,,MATH,132,,4,LTR,A,2,
13,,COMPSCI,250,,4,LTR,A,3,
13,,COMPSCI,240,,4,LTR,A,3,
13,,MATH,233,,4,LTR,D+,3,
13,,COMPSCI,220,,4,LTR,A,4,
13,,COMPSCI,240,,4,LTR,A,4,
13,,MATH,235,,4,LTR,A,4,
13,,COMPSCI,311,,4,LTR,F,5,
13,,COMPSCI,445,,4,LTR,A-,5,
13,,COMPSCI,520,,4,LTR,F,6,
13,,COMPSCI,508,,4,LTR,B-,6,
13,,COMPSCI,501,,4,LTR,F,7,
13,,COMPSCI,532,,4,LTR,C-,7,
13,,COMPSCI,491G,,4,LTR,A,8,
13,,COMPSCI,383,,4,LTR,F,8,
13,,COMPSCI,546,,4,LTR,F,9,
13,,COMPSCI,325,,4,LTR,B,9,
14,,COMPSCI,121,,4,LTR,A,1,
14,,MATH,131,,4,LTR,A,1,
14,,COMPSCI,187,,4,LTR,A,2,
14,,MATH,132,,4,LTR,B,2,
14,,COMPSCI,220,,4,LTR,A,3,
14,,COMPSCI,240,,4,LTR,D+,3,
14,,MATH,233,,4,LTR,B-,3,
14,,COMPSCI,250,,4,LTR,A,4,
14,,COMPSCI,240,,4,LTR,C-,4,
14,,MATH,235,,4,LTR,D-,4,
14,,COMPSCI,311,,4,LTR,D,5,
14,,COMPSCI,520,,4,LTR,F,5,
14,,COMPSCI,377,,4,LTR,F,6,
14,,COMPSCI,328,,4,LTR,A,6,
14,,COMPSCI,445,,4,LTR,A-,7,
14,,COMPSCI,546,,4,LTR,D-,7,
14,,COMPSCI,514,,4,LTR,F,8,
14,,COMPSCI,491G,,4,LTR,F,8,
14,,COMPSCI,532,,4,LTR,B+,9,
14,,COMPSCI,325,,4,LTR,B+,9,
15,,COMPSCI,121,,4,LTR,A,1,
15,,MATH,131,,4,LTR,A,1,
15,,COMPSCI,187,,4,LTR,A,2,
15,,MATH,132,,4,LTR,A,2,
15,,COMPSCI,240,,4,LTR,A,3,
15,,COMPSCI,220,,4,LTR,A,3,
15,,MATH,233,,4,LTR,A,3,
15,,COMPSCI,230,,4,LTR,C+,4,
15,,COMPSCI,250,,4,LTR,A,4,
15,,MATH,235,,4,LTR,A,4,
15,,COMPSCI,311,,4,LTR,C+,5,
15,,COMPSCI,390R,,4,LTR,D,5,
15,,COMPSCI,345,,4,LTR,C,6,
15,,COMPSCI,532,,4,LTR,F,6,
15,,COMPSCI,491G,,4,LTR,C+,7,
15,,COMPSCI,325,,4,LTR,F,7,
15,,COMPSCI,377,,4,LTR,C,8,
15,,COMPSCI,589,,4,LTR,A-,8,
15,,COMPSCI,445,,4,LTR,A,9,
15,,COMPSCI,501,,4,LTR,F,9,
16,,COMPSCI,121,,4,LTR,B-,1,
16,,MATH,131,,4,LTR,B-,1,
16,,COMPSCI,187,,4,LTR,B-,2,
16,,MATH,132,,4,LTR,A,2,
16,,COMPSCI,240,,4,LTR,A,3,
16,,COMPSCI,250,,4,LTR,A,3,
16,,MATH,233,,4,LTR,A,3,
16,,COMPSCI,240,,4,LTR,A,4,
16,,COMPSCI,250,,4,LTR,C,4,
16,,MATH,235,,4,LTR,D-,4,
16,,COMPSCI,311,,4,LTR,F,5,
16,,COMPSCI,453,,4,LTR,F,5,
16,,COMPSCI,490U,,4,LTR,C+,6,
16,,COMPSCI,445,,4,LTR,F,6,
16,,COMPSCI,325,,4,LTR,A,7,
16,,COMPSCI,466,,4,LTR,B,7,
16,,COMPSCI,550,,4,LTR,F,8,
16,,COMPSCI,535,,4,LTR,C-,8,
16,,COMPSCI,320,,4,LTR,A,9,
16,,COMPSCI,345,,4,LTR,A,9,
17,,COMPSCI,121,,4,LTR,A,1,
17,,MATH,131,,4,LTR,A,1,
17,,COMPSCI,187,,4,LTR,A-,2,
17,,MATH,132,,4,LTR,B,2,
17,,COMPSCI,230,,4,LTR,A,3,
17,,COMPSCI,230,,4,LTR,A,3,
17,,MATH,233,,4,LTR,C,3,
17,,COMPSCI,250,,4,LTR,A,4,
17,,COMPSCI,230,,4,LTR,A,4,
17,,MATH,235,,4,LTR,D+,4,
17,,COMPSCI,311,,4,LTR,F,5,
17,,COMPSCI,383,,4,LTR,A-,5,
17,,COMPSCI,390R,,4,LTR,A,6,
17,,COMPSCI,490Q,,4,LTR,B-,6,
17,,COMPSCI,453,,4,LTR,F,7,
17,,COMPSCI,490U,,4,LTR,A,7,
17,,COMPSCI,429,,4,LTR,F,8,
17,,COMPSCI,466,,4,LTR,A,8,
17,,COMPSCI,590J,,4,LTR,A,9,
17,,COMPSCI,326,,4,LTR,D,9,
18,,COMPSCI,121,,4,LTR,A,1,
18,,MATH,131,,4,LTR,A,1,
18,,COMPSCI,187,,4,LTR,B+,2,
18,,MATH,132,,4,LTR,A,2,
18,,COMPSCI,240,,4,LTR,B+,3,
18,,COMPSCI,220,,4,LTR,A,3,
18,,MATH,233,,4,LTR,A,3,
18,,COMPSCI,250,,4,LTR,A,4,
18,,COMPSCI,240,,4,LTR,C,4,
18,,MATH,235,,4,LTR,C+,4,
18,,COMPSCI,311,,4,LTR,A,5,
18,,COMPSCI,390R,,4,LTR,D+,5,
18,,COMPSCI,326,,4,LTR,D+,6,
18,,COMPSCI,328,,4,LTR,A,6,
18,,COMPSCI,389,,4,LTR,F,7,
18,,COMPSCI,550,,4,LTR,B+,7,
18,,COMPSCI,490U,,4,LTR,F,8,
18,,COMPSCI,446,,4,LTR,D+,8,
18,,COMPSCI,546,,4,LTR,A,9,
18,,COMPSCI,561,,4,LTR,F,9,
19,,COMPSCI,121,,4,LTR,B+,1,
19,,MATH,131,,4,LTR,A,1,
19,,COMPSCI,187,,4,LTR,B,2,
19,,MATH,132,,4,LTR,B,2,
19,,COMPSCI,220,,4,LTR,C+,3,
19,,COMPSCI,230,,4,LTR,C-,3,
19,,MATH,233,,4,LTR,A,3,
19,,COMPSCI,240,,4,LTR,C-,4,
19,,COMPSCI,240,,4,LTR,A,4,
19,,MATH,235,,4,LTR,A,4,
19,,COMPSCI,311,,4,LTR,F,5,
19,,COMPSCI,590J,,4,LTR,F,5,
19,,COMPSCI,445,,4,LTR,F,6,
19,,COMPSCI,550,,4,LTR,F,6,
19,,COMPSCI,532,,4,LTR,F,7,
19,,COMPSCI,390R,,4,LTR,F,7,
19,,COMPSCI,514,,4,LTR,F,8,
19,,COMPSCI,535,,4,LTR,F,8,
19,,COMPSCI,546,,4,LTR,D,9,
19,,COMPSCI,320,,4,LTR,A,9,
20,,COMPSCI,121,,4,LTR,A,1,
20,,MATH,131,,4,LTR,B,1,
20,,COMPSCI,187,,4,LTR,A,2,
20,,MATH,132,,4,LTR,B,2,
20,,COMPSCI,240,,4,LTR,A,3,
20,,COMPSCI,250,,4,LTR,B,3,
20,,MATH,233,,4,LTR,A,3,
20,,COMPSCI,230,,4,LTR,D,4,
20,,COMPSCI,220,,4,LTR,A,4,
20,,MATH,235,,4,LTR,A,4,
20,,COMPSCI,311,,4,LTR,C,5,
20,,COMPSCI,345,,4,LTR,F,5,
20,,COMPSCI,328,,4,LTR,C+,6,
20,,COMPSCI,674,,4,LTR,D-,6,
20,,COMPSCI,383,,4,LTR,A,7,
20,,COMPSCI,535,,4,LTR,F,7,
20,,COMPSCI,589,,4,LTR,F,8,
20,,COMPSCI,514,,4,LTR,C,8,
20,,COMPSCI,532,,4,LTR,F,9,
20,,COMPSCI,420,,4,LTR,B-,9,
21,,COMPSCI,121,,4,LTR,A,1,
21,,MATH,131,,4,LTR,B,1,
21,,COMPSCI,187,,4,LTR,A,2,
21,,MATH,132,,4,LTR,A,2,
21,,COMPSCI,240,,4,LTR,A,3,
21,,COMPSCI,220,,4,LTR,A,3,
21,,MATH,233,,4,LTR,A,3,
21,,COMPSCI,220,,4,LTR,C,4,
21,,COMPSCI,220,,4,LTR,B-,4,
21,,MATH,235,,4,LTR,B+,4,
21,,COMPSCI,311,,4,LTR,B+,5,
21,,COMPSCI,550,,4,LTR,A,5,
21,,COMPSCI,520,,4,LTR,A,6,
21,,COMPSCI,532,,4,LTR,A,6,
21,,COMPSCI,466,,4,LTR,F,7,
21,,COMPSCI,383,,4,LTR,C+,7,
21,,COMPSCI,546,,4,LTR,C+,8,
21,,COMPSCI,490Q,,4,LTR,B+,8,
21,,COMPSCI,320,,4,LTR,D,9,
21,,COMPSCI,390R,,4,LTR,A,9,
22,,COMPSCI,121,,4,LTR,A,1,
22,,MATH,131,,4,LTR,B,1,
22,,COMPSCI,187,,4,LTR,A,2,
22,,MATH,132,,4,LTR,A,2,
22,,COMPSCI,250,,4,LTR,A,3,
22,,COMPSCI,240,,4,LTR,D,3,
22,,MATH,233,,4,LTR,A,3,
22,,COMPSCI,250,,4,LTR,D-,4,
22,,COMPSCI,240,,4,LTR,D,4,
22,,MATH,235,,4,LTR,D,4,
22,,COMPSCI,311,,4,LTR,F,5,
22,,COMPSCI,490Q,,4,LTR,C+,5,
22,,COMPSCI,328,,4,LTR,B+,6,
22,,COMPSCI,508,,4,LTR,C,6,
22,,COMPSCI,345,,4,LTR,B+,7,
22,,COMPSCI,326,,4,LTR,F,7,
22,,COMPSCI,532,,4,LTR,A,8,
22,,COMPSCI,445,,4,LTR,F,8,
22,,COMPSCI,546,,4,LTR,C,9,
22,,COMPSCI,589,,4,LTR,A-,9,
23,,COMPSCI,121,,4,LTR,A,1,
23,,MATH,131,,4,LTR,A,1,
23,,COMPSCI,187,,4,LTR,A,2,
23,,MATH,132,,4,LTR,A,2,
23,,COMPSCI,230,,4,LTR,A,3,
23,,COMPSCI,240,,4,LTR,C-,3,
23,,MATH,233,,4,LTR,A,3,
23,,COMPSCI,220,,4,LTR,A,4,
23,,COMPSCI,240,,4,LTR,B,4,
23,,MATH,235,,4,LTR,A,4,
23,,COMPSCI,311,,4,LTR,C-,5,
23,,COMPSCI,546,,4,LTR,F,5,
23,,COMPSCI,377,,4,LTR,C,6,
23,,COMPSCI,420,,4,LTR,A,6,
23,,COMPSCI,532,,4,LTR,F,7,
23,,COMPSCI,535,,4,LTR,A,7,
23,,COMPSCI,501,,4,LTR,A,8,
23,,COMPSCI,446,,4,LTR,F,8,
23,,COMPSCI,674,,4,LTR,C-,9,
23,,COMPSCI,590J,,4,LTR,F,9,
24,,COMPSCI,121,,4,LTR,A,1,
24,,MATH,131,,4,LTR,A,1,
24,,COMPSCI,187,,4,LTR,B+,2,
24,,MATH,132,,4,LTR,A,2,
24,,COMPSCI,220,,4,LTR,D,3,
24,,COMPSCI,250,,4,LTR,A,3,
24,,MATH,233,,4,LTR,A,3,
24,,COMPSCI,250,,4,LTR,A,4,
24,,COMPSCI,230,,4,LTR,B-,4,
24,,MATH,235,,4,LTR,A,4,
24,,COMPSCI,311,,4,LTR,D-,5,
24,,COMPSCI,445,,4,LTR,D+,5,
24,,COMPSCI,532,,4,LTR,F,6,
24,,COMPSCI,535,,4,LTR,A,6,
24,,COMPSCI,520,,4,LTR,F,7,
24,,COMPSCI,377,,4,LTR,F,7,
24,,COMPSCI,589,,4,LTR,C+,8,
24,,COMPSCI,383,,4,LTR,A,8,
24,,COMPSCI,674,,4,LTR,F,9,
24,,COMPSCI,325,,4,LTR,C-,9,
25,,COMPSCI,121,,4,LTR,B-,1,
25,,MATH,131,,4,LTR,A,1,
25,,COMPSCI,187,,4,LTR,A,2,
25,,MATH,132,,4,LTR,B+,2,
25,,COMPSCI,240,,4,LTR,C+,3,
25,,COMPSCI,220,,4,LTR,A,3,
25,,MATH,233,,4,LTR,D-,3,
25,,COMPSCI,230,,4,LTR,C,4,
25,,COMPSCI,230,,4,LTR,A,4,
25,,MATH,235,,4,LTR,C,4,
25,,COMPSCI,311,,4,LTR,C+,5,
25,,COMPSCI,445,,4,LTR,F,5,
25,,COMPSCI,535,,4,LTR,B+,6,
25,,COMPSCI,466,,4,LTR,B+,6,
25,,COMPSCI,345,,4,LTR,A,7,
25,,COMPSCI,490U,,4,LTR,F,7,
25,,COMPSCI,320,,4,LTR,B-,8,
25,,COMPSCI,383,,4,LTR,D-,8,
25,,COMPSCI,325,,4,LTR,C-,9,
25,,COMPSCI,546,,4,LTR,D-,9,
26,,COMPSCI,121,,4,LTR,A,1,
26,,MATH,131,,4,LTR,A,1,
26,,COMPSCI,187,,4,LTR,A,2,
26,,MATH,132,,4,LTR,A,2,
26,,COMPSCI,230,,4,LTR,B,3,
26,,COMPSCI,230,,4,LTR,A,3,
26,,MATH,233,,4,LTR,A,3,
26,,COMPSCI,250,,4,LTR,A,4,
26,,COMPSCI,230,,4,LTR,A,4,
26,,MATH,235,,4,LTR,A,4,
26,,COMPSCI,311,,4,LTR,D,5,
26,,COMPSCI,508,,4,LTR,C-,5,
26,,COMPSCI,514,,4,LTR,F,6,
26,,COMPSCI,453,,4,LTR,C,6,
26,,COMPSCI,345,,4,LTR,F,7,
26,,COMPSCI,420,,4,LTR,F,7,
26,,COMPSCI,445,,4,LTR,D+,8,
26,,COMPSCI,320,,4,LTR,D+,8,
26,,COMPSCI,550,,4,LTR,A,9,
26,,COMPSCI,546,,4,LTR,A,9,
27,,COMPSCI,121,,4,LTR,A,1,
27,,MATH,131,,4,LTR,A,1,
27,,COMPSCI,187,,4,LTR,A,2,
27,,MATH,132,,4,LTR,A-,2,
27,,COMPSCI,220,,4,LTR,B,3,
27,,COMPSCI,240,,4,LTR,D+,3,
27,,MATH,233,,4,LTR,A-,3,
27,,COMPSCI,220,,4,LTR,D,4,
27,,COMPSCI,250,,4,LTR,A,4,
27,,MATH,235,,4,LTR,D,4,
27,,COMPSCI,311,,4,LTR,D,5,
27,,COMPSCI,345,,4,LTR,A,5,
27,,COMPSCI,550,,4,LTR,F,6,
27,,COMPSCI,466,,4,LTR,B,6,
27,,COMPSCI,514,,4,LTR,B+,7,
27,,COMPSCI,546,,4,LTR,B-,7,
27,,COMPSCI,389,,4,LTR,F,8,
27,,COMPSCI,501,,4,LTR,A,8,
27,,COMPSCI,520,,4,LTR,D,9,
27,,COMPSCI,383,,4,LTR,F,9,
28,,COMPSCI,121,,4,LTR,A,1,
28,,MATH,131,,4,LTR,A,1,
28,,COMPSCI,187,,4,LTR,B,2,
28,,MATH,132,,4,LTR,A,2,
28,,COMPSCI,220,,4,LTR,B-,3,
28,,COMPSCI,230,,4,LTR,A,3,
28,,MATH,233,,4,LTR,A-,3,
28,,COMPSCI,230,,4,LTR,A,4,
28,,COMPSCI,250,,4,LTR,B+,4,
28,,MATH,235,,4,LTR,D,4,
28,,COMPSCI,311,,4,LTR,B-,5,
28,,COMPSCI,501,,4,LTR,F,5,
28,,COMPSCI,429,,4,LTR,F,6,
28,,COMPSCI,446,,4,LTR,F,6,
28,,COMPSCI,466,,4,LTR,C+,7,
28,,COMPSCI,491G,,4,LTR,A-,7,
28,,COMPSCI,520,,4,LTR,C,8,
28,,COMPSCI,325,,4,LTR,A,8,
28,,COMPSCI,390R,,4,LTR,C+,9,
28,,COMPSCI,420,,4,LTR,A,9,
29,,COMPSCI,121,,4,LTR,B,1,
29,,MATH,131,,4,LTR,A,1,
29,,COMPSCI,187,,4,LTR,A,2,
29,,MATH,132,,4,LTR,A,2,
29,,COMPSCI,240,,4,LTR,A,3,
29,,COMPSCI,250,,4,LTR,D+,3,
29,,MATH,233,,4,LTR,D,3,
29,,COMPSCI,230,,4,LTR,A,4,
